gene	mean	CM_4_mean	CM_4_positive_frac	CM_5_mean	CM_5_positive_frac	log2FC	-log10 p-val	is_significant
SAMD11	0.22526562	0.29788095	0.3496846531184303	0.11880461	0.05855161787365177	-1.3254154	36.129826	1
NOC2L	0.21515398	0.24541375	0.3237561317449194	0.17077757	0.08269131997945557	-0.52284074	6.0167656	1
HES4	0.31559736	0.43918052	0.47372109320252276	0.1344261	0.06522855675398048	-1.7072564	44.55244	1
ISG15	0.16052568	0.21686578	0.2859145059565522	0.07791951	0.03852080123266564	-1.4755607	31.859741	1
SDF4	0.3717494	0.49063388	0.555010511562719	0.19746228	0.10015408320493066	-1.3126333	44.55244	1
B3GALT6	0.12755303	0.17532086	0.24772249474421865	0.057513256	0.030303030303030304	-1.6063477	31.33009	1
UBE2J2	0.23920737	0.31808046	0.4099509460406447	0.1235737	0.060092449922958396	-1.3633064	42.445232	1
PUSL1	0.08222778	0.11910276	0.1702873160476524	0.028182646	0.01335387776065742	-2.0754287	30.620245	1
CPTP	0.05824559	0.08159056	0.11843027330063069	0.024026344	0.011813045711350795	-1.7595602	16.298012	1
DVL1	0.041678578	0.05343632	0.07848633496846531	0.02443634	0.012840267077555213	-1.1255981	5.5812035	1
AURKAIP1	0.8897867	1.2598307	0.9074982480728802	0.34744853	0.16024653312788906	-1.8580582	44.55244	1
MRPL20-AS1	0.05895893	0.083341494	0.11948142957252979	0.02322077	0.012840267077555213	-1.8391496	19.003798	1
MRPL20	0.7945302	1.0878793	0.858093903293623	0.36461353	0.16743708269132	-1.5768156	44.55244	1
VWA1	0.053853296	0.068645224	0.09985984583041345	0.032163825	0.01694915254237288	-1.091342	6.6226163	1
ATAD3A	0.09507401	0.12871116	0.18570427470217238	0.04577482	0.022598870056497175	-1.4894832	20.045109	1
TMEM240	0.06507691	0.09205097	0.12754029432375613	0.025544956	0.01386748844375963	-1.8453243	20.74045	1
SSU72	0.5584859	0.7386447	0.720042046250876	0.29448718	0.1397021058038007	-1.3263813	44.55244	1
FNDC10	0.08340144	0.111432776	0.1552207428170988	0.042319413	0.02157164869029276	-1.3946712	15.0463915	1
AL691432.2	0.06626466	0.09278258	0.13139453398738613	0.027401336	0.01386748844375963	-1.7559063	18.432993	1
MMP23B	0.119892165	0.16174456	0.20532585844428872	0.0585347	0.030303030303030304	-1.4647822	23.515463	1
CDK11B	0.1698864	0.22761923	0.3027330063069376	0.08523871	0.04314329738058552	-1.4159839	32.055893	1
NADK	0.07490556	0.09532912	0.1345480028030834	0.044975433	0.022085259373394967	-1.0820882	8.367356	1
GNB1	0.6084476	0.83844304	0.7631394533987386	0.27139473	0.1314843348741654	-1.6269606	44.55244	1
PRKCZ	0.06284685	0.08415296	0.11772950245269796	0.03161818	0.01746276322547509	-1.4094173	12.413638	1
FAAP20	0.57182455	0.75197476	0.7281009110021023	0.30783933	0.14381099126861838	-1.2882301	44.55244	1
SKI	0.11766525	0.15281841	0.21478626489138053	0.06613214	0.034411915767847974	-1.2071587	16.758394	1
RER1	0.33225337	0.47085306	0.5402943237561317	0.12906948	0.0662557781201849	-1.866318	44.55244	1
PEX10	0.066253394	0.0889559	0.12999299229152067	0.03298254	0.015921931176168466	-1.4286412	12.658354	1
PRXL2B	0.057455033	0.07461374	0.10721793973370708	0.032299045	0.014894709809964048	-1.2054223	7.814239	1
PRDM16-DT	0.13977662	0.16435635	0.20777855641205326	0.10373367	0.04776579352850539	-0.6634304	5.7625732	1
PRDM16	0.1037584	0.12866482	0.17484232655921514	0.067257084	0.03389830508474576	-0.9348368	8.8623	1
SMIM1	0.09602079	0.13732985	0.18990889978976874	0.035475817	0.01746276322547509	-1.9497266	32.126415	1
LRRC47	0.19385375	0.26726088	0.3510861948142957	0.086230464	0.046224961479198766	-1.6308466	44.55244	1
CEP104	0.0852599	0.11158608	0.16047652417659425	0.046677455	0.02362609142270159	-1.2555641	13.112689	1
C1orf174	0.08833548	0.124969035	0.1807988787666433	0.034644123	0.01694915254237288	-1.8478837	27.696787	1
RPL22	1.6753604	2.0725868	0.9926419060967063	1.0931537	0.421160760143811	-0.9228738	44.55244	1
ICMT	0.2048461	0.31937414	0.3994393833216538	0.036943562	0.02157164869029276	-3.1084044	44.55244	1
ACOT7	0.112745926	0.17349869	0.2386124737210932	0.023680348	0.011813045711350795	-2.8679144	44.55244	1
NOL9	0.10960555	0.1399315	0.19551506657323056	0.06515684	0.03338469440164355	-1.1015503	12.878874	1
KLHL21	0.044987414	0.05977287	0.08654519971969166	0.023306938	0.012326656394453005	-1.3549663	8.192643	1
PHF13	0.13448891	0.18989448	0.25718290119131043	0.05325096	0.02670775552131484	-1.8323714	40.999775	1
THAP3	0.10963045	0.14169537	0.20007007708479327	0.06263126	0.03133025166923472	-1.176554	14.631808	1
