id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EP	CM|FB_H	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EP	EN_H|FB_H	EN_H|UN	EP|CM	EP|EN_H	EP|EP	EP|FB_H	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EP	FB_H|FB_H	FB_H|UN	UN|CM	UN|EN_H	UN|EP	UN|FB_H	UN|UN
CPI-SS038A612D7	TENM1_ADGRL3	simple:Q9UKZ4	simple:Q9HAR2	TENM1	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.034	0.017	0.002	0.011	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.019	0.004	0.013	0.019	0.036	0.019	0.004	0.013	0.02
CPI-SS0BCB3D402	TENM2_ADGRL3	simple:Q9NT68	simple:Q9HAR2	TENM2	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.041	0.024	0.01	0.018	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132	0.115	0.1	0.109	0.116	0.038	0.02	0.006	0.015	0.021
CPI-SS0EA023E51	TENM3_ADGRL3	simple:Q9P273	simple:Q9HAR2	TENM3	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.054	0.037	0.022	0.031	0.037	0.037	0.02	0.005	0.014	0.021	0.05	0.033	0.018	0.027	0.034	0.139	0.121	0.107	0.115	0.122	0.04	0.023	0.008	0.017	0.023
CPI-SS01F00A48A	TENM4_ADGRL3	simple:Q6N022	simple:Q9HAR2	TENM4	ADGRL3	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.071	0.053	0.039	0.047	0.054	0.0	0.0	0.0	0.0	0.0	0.04	0.022	0.008	0.017	0.023	0.06	0.043	0.028	0.037	0.044	0.05	0.033	0.019	0.027	0.034
CPI-SS08BFFB96E	FLRT3_ADGRL2	simple:Q9NZU0	simple:O95490	FLRT3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.034	0.318	0.031	0.188	0.033	0.0	0.0	0.0	0.0	0.0	0.109	0.394	0.107	0.263	0.108	0.038	0.323	0.036	0.192	0.037	0.034	0.319	0.032	0.188	0.033
CPI-CS049AAD8F5	TENM2_FLRT3_complex_ADGRL2	complex:TENM2_FLRT3_complex	simple:O95490		ADGRL2	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.034	0.318	0.031	0.188	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.323	0.036	0.192	0.037	0.034	0.319	0.032	0.188	0.033
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.033	0.318	0.031	0.187	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.32	0.033	0.189	0.034	0.035	0.32	0.033	0.189	0.034
CPI-SS021718DBF	TENM2_ADGRL2	simple:Q9NT68	simple:O95490	TENM2	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.04	0.325	0.038	0.194	0.039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131	0.416	0.129	0.285	0.13	0.037	0.322	0.034	0.191	0.036
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.053	0.338	0.051	0.207	0.052	0.036	0.321	0.034	0.19	0.035	0.049	0.334	0.047	0.203	0.048	0.138	0.422	0.135	0.292	0.137	0.039	0.324	0.037	0.193	0.038
CPI-SS0FD44484F	TENM4_ADGRL2	simple:Q6N022	simple:O95490	TENM4	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.07	0.354	0.067	0.224	0.069	0.0	0.0	0.0	0.0	0.0	0.039	0.323	0.036	0.193	0.038	0.059	0.344	0.057	0.213	0.058	0.049	0.334	0.047	0.203	0.048
CPI-SS0DE3B267F	GHRL_GHSR	simple:Q9UBU3	simple:Q92847	GHRL	GHSR	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth hormone-releasing hormone	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0
CPI-SS09F7A6011	PENK_GHSR	simple:P01210	simple:Q92847	PENK	GHSR	True	False	True	curated	False	Ligand-Receptor		0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0
CPI-CS0215886EA	LTC4_byLTC4S_CYSLTR1	complex:LTC4_byLTC4S	simple:Q9Y271		CYSLTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Lipoxin/Leukotriene	0.021	0.217	0.0	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.251	0.0	0.065	0.0	0.009	0.205	0.0	0.02	0.0	0.01	0.206	0.0	0.021	0.0
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Midkine	0.524	0.0	0.0	0.525	0.0	0.11	0.0	0.0	0.111	0.0	0.698	0.0	0.0	0.698	0.0	1.027	0.0	0.0	1.028	0.0	0.236	0.0	0.0	0.237	0.0
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.251	0.0	0.0	0.252	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.014	0.0	0.657	0.0	0.0	0.658	0.0	0.117	0.0	0.0	0.118	0.0
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.106	0.41	0.013	0.058	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097	0.401	0.004	0.049	0.045	0.103	0.408	0.011	0.056	0.051
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.039	0.032	0.023	0.101	0.026	0.264	0.257	0.248	0.326	0.251	1.063	1.056	1.046	1.125	1.05	0.817	0.81	0.801	0.879	0.804	0.106	0.099	0.09	0.168	0.093
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.105	0.098	0.088	0.166	0.092	0.203	0.196	0.187	0.265	0.191	0.056	0.049	0.04	0.118	0.043	0.188	0.181	0.172	0.25	0.176	0.088	0.081	0.072	0.15	0.076
CPI-SS0263EFDDF	JAG2_NOTCH3	simple:Q9Y219	simple:Q9UM47	JAG2	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.053	0.046	0.037	0.115	0.04	0.122	0.115	0.105	0.183	0.109	0.035	0.028	0.019	0.097	0.022	0.038	0.031	0.021	0.099	0.025	0.038	0.031	0.021	0.1	0.025
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	DLK1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.023	0.185	0.021	0.037	0.019	0.247	0.409	0.246	0.262	0.243	1.046	1.208	1.044	1.061	1.042	0.801	0.962	0.799	0.815	0.797	0.089	0.251	0.088	0.104	0.085
CPI-SS0837E9F59	JAG1_NOTCH4	simple:P78504	simple:Q99466	JAG1	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.088	0.25	0.086	0.103	0.084	0.187	0.349	0.185	0.201	0.183	0.039	0.201	0.038	0.054	0.035	0.172	0.334	0.17	0.186	0.168	0.072	0.234	0.07	0.086	0.068
CPI-SS096F3E0F2	JAG2_NOTCH4	simple:Q9Y219	simple:Q99466	JAG2	NOTCH4	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.037	0.198	0.035	0.051	0.032	0.105	0.267	0.103	0.12	0.101	0.019	0.18	0.017	0.033	0.015	0.021	0.183	0.019	0.036	0.017	0.021	0.183	0.019	0.036	0.017
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ADCYAP1	ADCYAP1R1	True	False	True	curated	False	Ligand-Receptor	Signaling by Pituitary adenylate	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.002	0.0
CPI-SS06102CC06	VIP_ADCYAP1R1	simple:P01282	simple:P41586	VIP	ADCYAP1R1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasoactive Intestinal Peptide	0.0	0.0	0.0	0.001	0.0	0.008	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07361522F	PGF_FLT1	simple:P49763	simple:P17948	PGF	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.037	1.631	0.031	0.27	0.038	0.155	1.748	0.149	0.387	0.155	0.038	1.632	0.032	0.27	0.039	0.075	1.668	0.069	0.307	0.075	0.038	1.632	0.032	0.271	0.039
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.426	2.02	0.42	0.658	0.427	0.232	1.826	0.226	0.465	0.233	0.696	2.29	0.69	0.928	0.697	0.617	2.211	0.611	0.85	0.618	0.446	2.039	0.44	0.678	0.446
CPI-SC0B51DC960	PGF_FLT1_complex	simple:P49763	complex:FLT1_complex	PGF		True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.037	0.816	0.031	0.078	0.038	0.155	0.933	0.149	0.195	0.155	0.038	0.816	0.032	0.079	0.039	0.075	0.853	0.069	0.115	0.075	0.038	0.817	0.032	0.079	0.039
CPI-SC0AFC650CD	VEGFA_FLT1_complex	simple:P15692	complex:FLT1_complex	VEGFA		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.426	1.204	0.42	0.467	0.427	0.232	1.011	0.226	0.273	0.233	0.696	1.475	0.69	0.737	0.697	0.617	1.396	0.611	0.658	0.618	0.446	1.224	0.44	0.486	0.446
CPI-SS01790830C	PGF_NRP1	simple:P49763	simple:O14786	PGF	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.17	0.583	0.024	0.182	0.129	0.288	0.7	0.141	0.299	0.246	0.171	0.583	0.025	0.182	0.129	0.208	0.62	0.061	0.219	0.166	0.171	0.583	0.025	0.183	0.13
CPI-SS034083FFA	SEMA3A_NRP1	simple:Q14563	simple:O14786	SEMA3A	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.309	0.721	0.163	0.321	0.268	0.195	0.607	0.049	0.206	0.153	0.17	0.583	0.024	0.182	0.129	0.212	0.624	0.065	0.223	0.17	0.226	0.638	0.079	0.237	0.184
CPI-SS043E22BF5	VEGFA_NRP1	simple:P15692	simple:O14786	VEGFA	NRP1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.559	0.971	0.412	0.57	0.517	0.365	0.778	0.219	0.377	0.324	0.829	1.241	0.683	0.841	0.788	0.75	1.162	0.604	0.762	0.709	0.579	0.991	0.432	0.59	0.537
CPI-SS065D9259F	PGF_NRP2	simple:P49763	simple:O60462	PGF	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Placenta growth factor	0.111	0.949	0.05	0.106	0.06	0.228	1.066	0.167	0.223	0.177	0.111	0.95	0.05	0.107	0.061	0.148	0.986	0.087	0.143	0.097	0.112	0.95	0.051	0.107	0.061
CPI-SS046F8AD8B	VEGFA_NRP2	simple:P15692	simple:O60462	VEGFA	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.499	1.338	0.438	0.495	0.449	0.306	1.144	0.245	0.301	0.255	0.77	1.608	0.709	0.765	0.719	0.691	1.529	0.63	0.686	0.64	0.519	1.358	0.458	0.514	0.468
CPI-SS0B70EB09E	PDGFA_PDGFRA	simple:P04085	simple:P16234	PDGFA	PDGFRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Platelet-derived growth factor	0.042	0.037	0.029	0.288	0.039	0.398	0.393	0.386	0.644	0.395	0.028	0.024	0.016	0.275	0.025	0.123	0.119	0.111	0.37	0.12	0.036	0.032	0.024	0.283	0.033
CPI-SS0666DE74B	NPY_NPY1R	simple:P01303	simple:P25929	NPY	NPY1R	True	False	True	curated	False	Ligand-Receptor	Signaling by Pro-neuregulin	0.029	0.0	0.0	0.003	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.034	0.043	0.03	0.0	0.0	0.004	0.013
CPI-CS058DED3AA	ProstaglandinF2a_byAKR1B1_PTGFR	complex:ProstaglandinF2a_byAKR1B1	simple:P43088		PTGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.28	0.0	0.0	0.276	0.0	0.176	0.0	0.0	0.171	0.0	0.042	0.0	0.0	0.037	0.0	0.163	0.0	0.0	0.159	0.0	0.085	0.0	0.0	0.08	0.0
CPI-CS0D78DAC70	ProstaglandinD2_byAKR1C3_PTGFR	complex:ProstaglandinD2_byAKR1C3	simple:P43088		PTGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.077	0.0	0.0	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.371	0.0	0.0	0.366	0.0	0.021	0.0	0.0	0.016	0.0	0.026	0.0	0.0	0.021	0.0
CPI-CS09DCEBC2B	ProstaglandinE2_byPTGES_PTGER1	complex:ProstaglandinE2_byPTGES	simple:P34995		PTGER1	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.004	0.009	0.0	0.005	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.031	0.0	0.028	0.028	0.005	0.009	0.0	0.006	0.005
CPI-CS080C76630	ProstaglandinE2_byPTGES_PTGER3	complex:ProstaglandinE2_byPTGES	simple:P43115		PTGER3	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.04	0.014	0.0	0.032	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.063	0.037	0.0	0.055	0.031	0.04	0.015	0.0	0.033	0.009
CPI-CS023F349AF	ProstaglandinE2_byPTGES_PTGER4	complex:ProstaglandinE2_byPTGES	simple:P35408		PTGER4	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.0	0.0	0.003	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.029	0.027	0.0	0.0	0.004	0.007	0.005
CPI-SS056D0AD0D	RSPO2_LGR5	simple:Q6UXX9	simple:O75473	RSPO2	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.008	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C3906934	RSPO3_LGR5	simple:Q9BXY4	simple:O75473	RSPO3	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.593	0.588	0.0	0.0	0.0	0.017	0.011	0.0	0.0	0.0	0.055	0.049	0.0	0.0	0.0	0.14	0.134	0.0	0.0	0.0	0.241	0.236	0.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.049	0.557	0.019	0.096	0.03	0.0	0.0	0.0	0.0	0.0	0.052	0.56	0.022	0.099	0.033	0.051	0.559	0.021	0.098	0.032	0.05	0.558	0.02	0.097	0.031
CPI-CS09463D22E	5-HT_byTPH1_and_SLC18A2_HTR2B	complex:5-HT_byTPH1_and_SLC18A2	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.001	0.0	0.0	0.005	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.0	0.0
CPI-CS0FBE83390	5-HT_byTPH1_and_SLC18A2_HTR2C	complex:5-HT_byTPH1_and_SLC18A2	simple:P28335		HTR2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS059692236	5-HT_byTPH1_and_SLC18A2_HTR7	complex:5-HT_byTPH1_and_SLC18A2	simple:P34969		HTR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.0	0.0	0.0	0.006	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.007	0.002	0.0	0.0	0.0	0.0	0.0
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	TAC1	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.004	0.0	0.0	0.009	0.004	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.008	0.003	0.254	0.0	0.0	0.259	0.254	0.012	0.0	0.0	0.017	0.012
CPI-SS0CDDDEE9F	TAC3_TACR1	simple:Q9UHF0	simple:P25103	TAC3	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.002	0.0	0.0	0.007	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.009	0.005	0.0	0.0	0.0	0.0	0.0
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	Adhesion-Adhesion	Signaling by Tumor necrosis factor	0.0	0.007	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.012	0.0	0.0	0.0	0.007	0.012	0.0	0.0	0.0	0.008	0.013	0.0	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.604	1.204	0.421	0.467	0.494	0.411	1.011	0.228	0.273	0.301	0.875	1.475	0.692	0.737	0.765	0.796	1.396	0.613	0.658	0.686	0.624	1.224	0.441	0.486	0.514
CPI-SS0A10C2A8F	WNT3_FRZB	simple:P56703	simple:Q92765	WNT3	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.125	0.01	0.012	0.037	0.072	0.127	0.012	0.014	0.038	0.073	0.125	0.01	0.012	0.037	0.072	0.132	0.017	0.019	0.044	0.079	0.122	0.007	0.009	0.033	0.068
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.12	0.005	0.007	0.032	0.067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.007	0.009	0.034	0.069
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.131	0.016	0.018	0.043	0.078	0.0	0.0	0.0	0.0	0.0	0.137	0.022	0.024	0.049	0.084	0.194	0.079	0.081	0.106	0.141	0.127	0.012	0.014	0.038	0.073
CPI-SS0DF9024C0	WNT3_SFRP1	simple:P56703	simple:Q8N474	WNT3	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.762	0.334	0.088	0.646	0.281	0.763	0.336	0.09	0.647	0.282	0.761	0.334	0.088	0.645	0.281	0.769	0.341	0.095	0.653	0.288	0.758	0.331	0.085	0.642	0.277
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.756	0.329	0.083	0.64	0.276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.759	0.331	0.085	0.642	0.278
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.768	0.34	0.094	0.652	0.287	0.0	0.0	0.0	0.0	0.0	0.774	0.346	0.1	0.658	0.293	0.831	0.404	0.157	0.715	0.35	0.763	0.336	0.089	0.647	0.282
